suite,slice,decisions,disagreement,correction_rate,new_error_rate,base_target_match,student_target_match,mean_delta_regret,mean_delta_miss,variant,split
a1_multiheavy_mixed_compute_round9_eval_seed315,overall,1581,0.03542061986084757,0.006957621758380772,0.028462998102466792,0.9664769133459835,0.9449715370018975,0.11318884131125745,-0.0018975332068311196,pairwise,round10_feature_cache_seed315
a1_multiheavy_mixed_compute_round9_eval_seed315,hard_near_tie,355,0.04225352112676056,0.01971830985915493,0.022535211267605635,0.8985915492957747,0.895774647887324,0.022781466094540688,-0.005633802816901409,pairwise,round10_feature_cache_seed315
a1_multiheavy_mixed_compute_round9_eval_seed315,stable_near_tie,342,0.038011695906432746,0.02046783625730994,0.017543859649122806,0.9152046783625731,0.9181286549707602,-0.0102606349521215,-0.005847953216374269,pairwise,round10_feature_cache_seed315
a1_multiheavy_mixed_compute_round9_eval_seed315,high_headroom_near_tie,18,0.2777777777777778,0.2777777777777778,0.0,0.0,0.2777777777777778,-1.2108552720811643,-0.1111111111111111,pairwise,round10_feature_cache_seed315
a1_multiheavy_mixed_compute_round9_eval_seed315,baseline_error_near_tie,37,0.21621621621621623,0.1891891891891892,0.02702702702702703,0.02702702702702703,0.1891891891891892,-0.6382725689862231,-0.05405405405405406,pairwise,round10_feature_cache_seed315
a1_multiheavy_mixed_compute_round9_eval_seed315,large_gap_control,474,0.016877637130801686,0.0,0.016877637130801686,0.9957805907172996,0.9789029535864979,0.12064263589271511,0.0,pairwise,round10_feature_cache_seed315
a1_multiheavy_ood_deeper_packets6_round9_eval_seed315,overall,1640,0.08414634146341464,0.00548780487804878,0.07682926829268293,0.974390243902439,0.9030487804878049,0.5141787435950301,0.0006097560975609756,pairwise,round10_feature_cache_seed315
a1_multiheavy_ood_deeper_packets6_round9_eval_seed315,hard_near_tie,395,0.06329113924050633,0.007594936708860759,0.05063291139240506,0.9240506329113924,0.8810126582278481,0.29196100355703597,0.0,pairwise,round10_feature_cache_seed315
a1_multiheavy_ood_deeper_packets6_round9_eval_seed315,stable_near_tie,387,0.056847545219638244,0.007751937984496124,0.04392764857881137,0.9250645994832042,0.8888888888888888,0.266340576093018,0.0,pairwise,round10_feature_cache_seed315
a1_multiheavy_ood_deeper_packets6_round9_eval_seed315,high_headroom_near_tie,14,0.14285714285714285,0.07142857142857142,0.0,0.0,0.07142857142857142,0.1709436689104358,0.0,pairwise,round10_feature_cache_seed315
a1_multiheavy_ood_deeper_packets6_round9_eval_seed315,baseline_error_near_tie,30,0.16666666666666666,0.1,0.0,0.0,0.1,0.2321151733398438,0.0,pairwise,round10_feature_cache_seed315
a1_multiheavy_ood_deeper_packets6_round9_eval_seed315,large_gap_control,424,0.04009433962264151,0.0,0.04009433962264151,1.0,0.9599056603773585,0.2961973244289181,0.0,pairwise,round10_feature_cache_seed315
a1_multiheavy_ood_heavy_dynamic_round9_eval_seed315,overall,1123,0.016028495102404273,0.0017809439002671415,0.014247551202137132,0.9599287622439893,0.9474621549421193,0.03035193941790607,0.0,pairwise,round10_feature_cache_seed315
a1_multiheavy_ood_heavy_dynamic_round9_eval_seed315,hard_near_tie,82,0.0,0.0,0.0,0.9512195121951219,0.9512195121951219,-6.488712006726906e-16,0.0,pairwise,round10_feature_cache_seed315
a1_multiheavy_ood_heavy_dynamic_round9_eval_seed315,stable_near_tie,81,0.0,0.0,0.0,0.9629629629629629,0.9629629629629629,-6.579099405186112e-16,0.0,pairwise,round10_feature_cache_seed315
a1_multiheavy_ood_heavy_dynamic_round9_eval_seed315,high_headroom_near_tie,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,pairwise,round10_feature_cache_seed315
a1_multiheavy_ood_heavy_dynamic_round9_eval_seed315,baseline_error_near_tie,4,0.0,0.0,0.0,0.0,0.0,2.0816681711721685e-17,0.0,pairwise,round10_feature_cache_seed315
a1_multiheavy_ood_heavy_dynamic_round9_eval_seed315,large_gap_control,53,0.0,0.0,0.0,1.0,1.0,3.35161667811368e-17,0.0,pairwise,round10_feature_cache_seed315
a1_multiheavy_mixed_compute_round9_eval_seed316,overall,1318,0.10849772382397573,0.013657056145675266,0.08877086494688922,0.956752655538695,0.881638846737481,0.5833085140436661,0.0037936267071320183,pairwise,round10_feature_cache_seed316
a1_multiheavy_mixed_compute_round9_eval_seed316,hard_near_tie,199,0.08040201005025126,0.020100502512562814,0.04522613065326633,0.8844221105527639,0.8592964824120602,0.23004795438680212,0.0,pairwise,round10_feature_cache_seed316
a1_multiheavy_mixed_compute_round9_eval_seed316,stable_near_tie,190,0.07894736842105263,0.021052631578947368,0.042105263157894736,0.8947368421052632,0.8736842105263158,0.18822610754715757,0.0,pairwise,round10_feature_cache_seed316
a1_multiheavy_mixed_compute_round9_eval_seed316,high_headroom_near_tie,15,0.4,0.26666666666666666,0.0,0.0,0.26666666666666666,0.1922123591105142,0.0,pairwise,round10_feature_cache_seed316
a1_multiheavy_mixed_compute_round9_eval_seed316,baseline_error_near_tie,23,0.30434782608695654,0.17391304347826086,0.0,0.0,0.17391304347826086,0.45971816519032344,0.0,pairwise,round10_feature_cache_seed316
a1_multiheavy_mixed_compute_round9_eval_seed316,large_gap_control,308,0.05519480519480519,0.006493506493506494,0.048701298701298704,0.9935064935064936,0.9512987012987013,0.34154185072168125,0.003246753246753247,pairwise,round10_feature_cache_seed316
a1_multiheavy_ood_deeper_packets6_round9_eval_seed316,overall,1711,0.09643483343074226,0.0029222676797194622,0.09175920514319112,0.9701928696668615,0.8813559322033898,0.6639358499884814,0.0,pairwise,round10_feature_cache_seed316
a1_multiheavy_ood_deeper_packets6_round9_eval_seed316,hard_near_tie,330,0.03333333333333333,0.00909090909090909,0.01818181818181818,0.8818181818181818,0.8727272727272727,0.07063102144183517,0.0,pairwise,round10_feature_cache_seed316
a1_multiheavy_ood_deeper_packets6_round9_eval_seed316,stable_near_tie,312,0.03205128205128205,0.009615384615384616,0.016025641025641024,0.8942307692307693,0.8878205128205128,0.07351985955849653,0.0,pairwise,round10_feature_cache_seed316
a1_multiheavy_ood_deeper_packets6_round9_eval_seed316,high_headroom_near_tie,17,0.11764705882352941,0.0,0.0,0.0,0.0,0.7420025993795956,0.0,pairwise,round10_feature_cache_seed316
a1_multiheavy_ood_deeper_packets6_round9_eval_seed316,baseline_error_near_tie,41,0.12195121951219512,0.07317073170731707,0.0,0.04878048780487805,0.12195121951219512,0.2374923519971895,0.0,pairwise,round10_feature_cache_seed316
a1_multiheavy_ood_deeper_packets6_round9_eval_seed316,large_gap_control,529,0.0661625708884688,0.0,0.0661625708884688,1.0,0.9338374291115312,0.5461553508708067,0.0,pairwise,round10_feature_cache_seed316
a1_multiheavy_ood_heavy_dynamic_round9_eval_seed316,overall,1310,0.055725190839694655,0.009923664122137405,0.04580152671755725,0.9580152671755725,0.9221374045801527,0.15907089510036784,0.0007633587786259542,pairwise,round10_feature_cache_seed316
a1_multiheavy_ood_heavy_dynamic_round9_eval_seed316,hard_near_tie,128,0.03125,0.0078125,0.0234375,0.9296875,0.9140625,0.06277833878993973,0.0,pairwise,round10_feature_cache_seed316
a1_multiheavy_ood_heavy_dynamic_round9_eval_seed316,stable_near_tie,124,0.03225806451612903,0.008064516129032258,0.024193548387096774,0.9596774193548387,0.9435483870967742,0.064803446492841,0.0,pairwise,round10_feature_cache_seed316
a1_multiheavy_ood_heavy_dynamic_round9_eval_seed316,high_headroom_near_tie,3,0.3333333333333333,0.3333333333333333,0.0,0.0,0.3333333333333333,-1.2678457895914719,0.0,pairwise,round10_feature_cache_seed316
a1_multiheavy_ood_heavy_dynamic_round9_eval_seed316,baseline_error_near_tie,9,0.1111111111111111,0.1111111111111111,0.0,0.0,0.1111111111111111,-0.42261526319715725,0.0,pairwise,round10_feature_cache_seed316
a1_multiheavy_ood_heavy_dynamic_round9_eval_seed316,large_gap_control,133,0.022556390977443608,0.0,0.022556390977443608,1.0,0.9774436090225563,0.1121113712626293,0.0,pairwise,round10_feature_cache_seed316
a1_multiheavy_mixed_compute_round9_eval_seed315,overall,1581,0.036685641998734975,0.0018975332068311196,0.03478810879190386,0.9664769133459835,0.9335863377609108,0.1422968188242999,0.0,kl,round10_feature_cache_seed315
a1_multiheavy_mixed_compute_round9_eval_seed315,hard_near_tie,355,0.011267605633802818,0.005633802816901409,0.005633802816901409,0.8985915492957747,0.8985915492957747,0.012478879471899578,0.0,kl,round10_feature_cache_seed315
a1_multiheavy_mixed_compute_round9_eval_seed315,stable_near_tie,342,0.011695906432748537,0.005847953216374269,0.005847953216374269,0.9152046783625731,0.9152046783625731,0.012953222843638451,0.0,kl,round10_feature_cache_seed315
a1_multiheavy_mixed_compute_round9_eval_seed315,high_headroom_near_tie,18,0.1111111111111111,0.1111111111111111,0.0,0.0,0.1111111111111111,-0.9115287992689355,-0.1111111111111111,kl,round10_feature_cache_seed315
a1_multiheavy_mixed_compute_round9_eval_seed315,baseline_error_near_tie,37,0.05405405405405406,0.05405405405405406,0.0,0.02702702702702703,0.08108108108108109,-0.44344644288759033,-0.05405405405405406,kl,round10_feature_cache_seed315
a1_multiheavy_mixed_compute_round9_eval_seed315,large_gap_control,474,0.029535864978902954,0.0,0.029535864978902954,0.9957805907172996,0.9662447257383966,0.16675215934399307,0.0,kl,round10_feature_cache_seed315
a1_multiheavy_ood_deeper_packets6_round9_eval_seed315,overall,1640,0.025609756097560974,0.0,0.025609756097560974,0.974390243902439,0.948780487804878,0.09643412217861257,0.0,kl,round10_feature_cache_seed315
a1_multiheavy_ood_deeper_packets6_round9_eval_seed315,hard_near_tie,395,0.0,0.0,0.0,0.9240506329113924,0.9240506329113924,-2.1586108428154942e-16,0.0,kl,round10_feature_cache_seed315
a1_multiheavy_ood_deeper_packets6_round9_eval_seed315,stable_near_tie,387,0.0,0.0,0.0,0.9250645994832042,0.9250645994832042,-1.9278291280312795e-16,0.0,kl,round10_feature_cache_seed315
a1_multiheavy_ood_deeper_packets6_round9_eval_seed315,high_headroom_near_tie,14,0.0,0.0,0.0,0.0,0.0,5.392511833893617e-16,0.0,kl,round10_feature_cache_seed315
a1_multiheavy_ood_deeper_packets6_round9_eval_seed315,baseline_error_near_tie,30,0.0,0.0,0.0,0.0,0.0,7.401486830834377e-17,0.0,kl,round10_feature_cache_seed315
a1_multiheavy_ood_deeper_packets6_round9_eval_seed315,large_gap_control,424,0.009433962264150943,0.0,0.009433962264150943,1.0,0.9905660377358491,0.051284016303296286,0.0,kl,round10_feature_cache_seed315
a1_multiheavy_ood_heavy_dynamic_round9_eval_seed315,overall,1123,0.039180765805877114,0.0008904719501335708,0.03829029385574354,0.9599287622439893,0.9225289403383793,0.15418008768654035,0.0,kl,round10_feature_cache_seed315
a1_multiheavy_ood_heavy_dynamic_round9_eval_seed315,hard_near_tie,82,0.0,0.0,0.0,0.9512195121951219,0.9512195121951219,-6.488712006726906e-16,0.0,kl,round10_feature_cache_seed315
a1_multiheavy_ood_heavy_dynamic_round9_eval_seed315,stable_near_tie,81,0.0,0.0,0.0,0.9629629629629629,0.9629629629629629,-6.579099405186112e-16,0.0,kl,round10_feature_cache_seed315
a1_multiheavy_ood_heavy_dynamic_round9_eval_seed315,high_headroom_near_tie,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,kl,round10_feature_cache_seed315
a1_multiheavy_ood_heavy_dynamic_round9_eval_seed315,baseline_error_near_tie,4,0.0,0.0,0.0,0.0,0.0,2.0816681711721685e-17,0.0,kl,round10_feature_cache_seed315
a1_multiheavy_ood_heavy_dynamic_round9_eval_seed315,large_gap_control,53,0.0,0.0,0.0,1.0,1.0,3.35161667811368e-17,0.0,kl,round10_feature_cache_seed315
a1_multiheavy_mixed_compute_round9_eval_seed316,overall,1318,0.05842185128983308,0.012139605462822459,0.04552352048558422,0.956752655538695,0.9233687405159332,0.14491479277429872,0.0,kl,round10_feature_cache_seed316
a1_multiheavy_mixed_compute_round9_eval_seed316,hard_near_tie,199,0.02512562814070352,0.01507537688442211,0.010050251256281407,0.8844221105527639,0.8894472361809045,-0.030208942279144835,0.0,kl,round10_feature_cache_seed316
a1_multiheavy_mixed_compute_round9_eval_seed316,stable_near_tie,190,0.02631578947368421,0.015789473684210527,0.010526315789473684,0.8947368421052632,0.9,-0.03163989217657801,0.0,kl,round10_feature_cache_seed316
a1_multiheavy_mixed_compute_round9_eval_seed316,high_headroom_near_tie,15,0.2,0.2,0.0,0.0,0.2,-0.5165646870930991,0.0,kl,round10_feature_cache_seed316
a1_multiheavy_mixed_compute_round9_eval_seed316,baseline_error_near_tie,23,0.13043478260869565,0.13043478260869565,0.0,0.0,0.13043478260869565,-0.33689001332158636,0.0,kl,round10_feature_cache_seed316
a1_multiheavy_mixed_compute_round9_eval_seed316,large_gap_control,308,0.048701298701298704,0.006493506493506494,0.04220779220779221,0.9935064935064936,0.9577922077922078,0.21367986016459278,0.0,kl,round10_feature_cache_seed316
a1_multiheavy_ood_deeper_packets6_round9_eval_seed316,overall,1711,0.03272939801285798,0.0005844535359438924,0.032144944476914086,0.9701928696668615,0.9386323787258913,0.14845421243173756,0.0023378141437755697,kl,round10_feature_cache_seed316
a1_multiheavy_ood_deeper_packets6_round9_eval_seed316,hard_near_tie,330,0.0030303030303030303,0.0,0.0030303030303030303,0.8818181818181818,0.8787878787878788,0.044505471894235156,0.0030303030303030303,kl,round10_feature_cache_seed316
a1_multiheavy_ood_deeper_packets6_round9_eval_seed316,stable_near_tie,312,0.003205128205128205,0.0,0.003205128205128205,0.8942307692307693,0.8910256410256411,0.04707309527274871,0.003205128205128205,kl,round10_feature_cache_seed316
a1_multiheavy_ood_deeper_packets6_round9_eval_seed316,high_headroom_near_tie,17,0.0,0.0,0.0,0.0,0.0,6.530723674265627e-17,0.0,kl,round10_feature_cache_seed316
a1_multiheavy_ood_deeper_packets6_round9_eval_seed316,baseline_error_near_tie,41,0.0,0.0,0.0,0.04878048780487805,0.04878048780487805,7.66663155724384e-17,0.0,kl,round10_feature_cache_seed316
a1_multiheavy_ood_deeper_packets6_round9_eval_seed316,large_gap_control,529,0.020793950850661626,0.0,0.020793950850661626,1.0,0.9792060491493384,0.11760461443088002,0.0,kl,round10_feature_cache_seed316
a1_multiheavy_ood_heavy_dynamic_round9_eval_seed316,overall,1310,0.0450381679389313,0.012213740458015267,0.03282442748091603,0.9580152671755725,0.9374045801526718,0.07496241285600733,0.0,kl,round10_feature_cache_seed316
a1_multiheavy_ood_heavy_dynamic_round9_eval_seed316,hard_near_tie,128,0.0,0.0,0.0,0.9296875,0.9296875,-1.5005358067199381e-16,0.0,kl,round10_feature_cache_seed316
a1_multiheavy_ood_heavy_dynamic_round9_eval_seed316,stable_near_tie,124,0.0,0.0,0.0,0.9596774193548387,0.9596774193548387,-1.5578935990707843e-16,0.0,kl,round10_feature_cache_seed316
a1_multiheavy_ood_heavy_dynamic_round9_eval_seed316,high_headroom_near_tie,3,0.0,0.0,0.0,0.0,0.0,-5.181040781584064e-16,0.0,kl,round10_feature_cache_seed316
a1_multiheavy_ood_heavy_dynamic_round9_eval_seed316,baseline_error_near_tie,9,0.0,0.0,0.0,0.0,0.0,-1.603655480014115e-16,0.0,kl,round10_feature_cache_seed316
a1_multiheavy_ood_heavy_dynamic_round9_eval_seed316,large_gap_control,133,0.022556390977443608,0.0,0.022556390977443608,1.0,0.9774436090225563,0.1121113712626293,0.0,kl,round10_feature_cache_seed316
a1_multiheavy_mixed_compute_round9_eval_seed315,overall,1581,0.10752688172043011,0.021505376344086023,0.08538899430740038,0.9664769133459835,0.9025932953826692,0.30441153434015084,0.008222643896268185,residual,round10_feature_cache_seed315
a1_multiheavy_mixed_compute_round9_eval_seed315,hard_near_tie,355,0.27323943661971833,0.0647887323943662,0.2056338028169014,0.8985915492957747,0.7577464788732394,0.5055163961061288,0.016901408450704224,residual,round10_feature_cache_seed315
a1_multiheavy_mixed_compute_round9_eval_seed315,stable_near_tie,342,0.2573099415204678,0.05263157894736842,0.20175438596491227,0.9152046783625731,0.7660818713450293,0.522421387901083,0.017543859649122806,residual,round10_feature_cache_seed315
a1_multiheavy_mixed_compute_round9_eval_seed315,high_headroom_near_tie,18,0.6111111111111112,0.5555555555555556,0.0,0.0,0.5555555555555556,-1.2898501290215396,0.0,residual,round10_feature_cache_seed315
a1_multiheavy_mixed_compute_round9_eval_seed315,baseline_error_near_tie,37,0.6486486486486487,0.6216216216216216,0.0,0.02702702702702703,0.6486486486486487,-0.7968247645610095,0.0,residual,round10_feature_cache_seed315
a1_multiheavy_mixed_compute_round9_eval_seed315,large_gap_control,474,0.016877637130801686,0.0,0.016877637130801686,0.9957805907172996,0.9789029535864979,0.13811331157442885,0.004219409282700422,residual,round10_feature_cache_seed315
a1_multiheavy_ood_deeper_packets6_round9_eval_seed315,overall,1640,0.05731707317073171,0.014634146341463415,0.042682926829268296,0.974390243902439,0.9463414634146341,0.1118740965680377,0.0,residual,round10_feature_cache_seed315
a1_multiheavy_ood_deeper_packets6_round9_eval_seed315,hard_near_tie,395,0.1518987341772152,0.04810126582278481,0.10379746835443038,0.9240506329113924,0.8683544303797468,0.14524525268168367,0.0,residual,round10_feature_cache_seed315
a1_multiheavy_ood_deeper_packets6_round9_eval_seed315,stable_near_tie,387,0.1421188630490956,0.04909560723514212,0.09302325581395349,0.9250645994832042,0.8811369509043928,0.1448361571753054,0.0,residual,round10_feature_cache_seed315
a1_multiheavy_ood_deeper_packets6_round9_eval_seed315,high_headroom_near_tie,14,0.5714285714285714,0.5714285714285714,0.0,0.0,0.5714285714285714,-1.4666492598397387,0.0,residual,round10_feature_cache_seed315
a1_multiheavy_ood_deeper_packets6_round9_eval_seed315,baseline_error_near_tie,30,0.6333333333333333,0.6333333333333333,0.0,0.0,0.6333333333333333,-0.9881281216939289,0.0,residual,round10_feature_cache_seed315
a1_multiheavy_ood_deeper_packets6_round9_eval_seed315,large_gap_control,424,0.007075471698113208,0.0,0.007075471698113208,1.0,0.9929245283018868,0.048622320283133943,0.0,residual,round10_feature_cache_seed315
a1_multiheavy_ood_heavy_dynamic_round9_eval_seed315,overall,1123,0.13178984861976847,0.0365093499554764,0.09528049866429207,0.9599287622439893,0.9011576135351737,0.27192407894219434,0.0026714158504007124,residual,round10_feature_cache_seed315
a1_multiheavy_ood_heavy_dynamic_round9_eval_seed315,hard_near_tie,82,0.15853658536585366,0.04878048780487805,0.10975609756097561,0.9512195121951219,0.8902439024390244,0.19995214880966494,0.0,residual,round10_feature_cache_seed315
a1_multiheavy_ood_heavy_dynamic_round9_eval_seed315,stable_near_tie,81,0.14814814814814814,0.037037037037037035,0.1111111111111111,0.9629629629629629,0.8888888888888888,0.20460962366174704,0.0,residual,round10_feature_cache_seed315
a1_multiheavy_ood_heavy_dynamic_round9_eval_seed315,high_headroom_near_tie,3,1.0,1.0,0.0,0.0,1.0,-2.0985755920410156,0.0,residual,round10_feature_cache_seed315
a1_multiheavy_ood_heavy_dynamic_round9_eval_seed315,baseline_error_near_tie,4,1.0,1.0,0.0,0.0,1.0,-1.6182575225830078,0.0,residual,round10_feature_cache_seed315
a1_multiheavy_ood_heavy_dynamic_round9_eval_seed315,large_gap_control,53,0.018867924528301886,0.0,0.018867924528301886,1.0,0.9811320754716981,0.1594778456777897,0.0,residual,round10_feature_cache_seed315
a1_multiheavy_mixed_compute_round9_eval_seed316,overall,1318,0.10849772382397573,0.03110773899848255,0.07738998482549317,0.956752655538695,0.9104704097116844,0.13445019758163693,0.0,residual,round10_feature_cache_seed316
a1_multiheavy_mixed_compute_round9_eval_seed316,hard_near_tie,199,0.3417085427135678,0.10050251256281408,0.24120603015075376,0.8844221105527639,0.7437185929648241,0.2842272945384883,0.0,residual,round10_feature_cache_seed316
a1_multiheavy_mixed_compute_round9_eval_seed316,stable_near_tie,190,0.3105263157894737,0.08947368421052632,0.22105263157894736,0.8947368421052632,0.7631578947368421,0.2932445325349506,0.0,residual,round10_feature_cache_seed316
a1_multiheavy_mixed_compute_round9_eval_seed316,high_headroom_near_tie,15,0.8,0.8,0.0,0.0,0.8,-1.9594398498535157,0.0,residual,round10_feature_cache_seed316
a1_multiheavy_mixed_compute_round9_eval_seed316,baseline_error_near_tie,23,0.8695652173913043,0.8695652173913043,0.0,0.0,0.8695652173913043,-1.4906160935111668,0.0,residual,round10_feature_cache_seed316
a1_multiheavy_mixed_compute_round9_eval_seed316,large_gap_control,308,0.00974025974025974,0.0,0.00974025974025974,0.9935064935064936,0.9837662337662337,0.0570681466684713,0.0,residual,round10_feature_cache_seed316
a1_multiheavy_ood_deeper_packets6_round9_eval_seed316,overall,1711,0.09994155464640561,0.029222676797194622,0.07071887784921099,0.9701928696668615,0.9286966686148451,0.14244758922547912,0.0,residual,round10_feature_cache_seed316
a1_multiheavy_ood_deeper_packets6_round9_eval_seed316,hard_near_tie,330,0.3515151515151515,0.11818181818181818,0.23333333333333334,0.8818181818181818,0.7666666666666667,0.26721630674419966,0.0,residual,round10_feature_cache_seed316
a1_multiheavy_ood_deeper_packets6_round9_eval_seed316,stable_near_tie,312,0.3141025641025641,0.10576923076923077,0.20833333333333334,0.8942307692307693,0.7916666666666666,0.28111685239351697,0.0,residual,round10_feature_cache_seed316
a1_multiheavy_ood_deeper_packets6_round9_eval_seed316,high_headroom_near_tie,17,1.0,1.0,0.0,0.0,1.0,-2.486780839807847,0.0,residual,round10_feature_cache_seed316
a1_multiheavy_ood_deeper_packets6_round9_eval_seed316,baseline_error_near_tie,41,1.0,0.9512195121951219,0.04878048780487805,0.04878048780487805,0.9512195121951219,-1.4661716600743735,0.0,residual,round10_feature_cache_seed316
a1_multiheavy_ood_deeper_packets6_round9_eval_seed316,large_gap_control,529,0.007561436672967864,0.0,0.007561436672967864,1.0,0.9924385633270322,0.04725903509244575,0.0,residual,round10_feature_cache_seed316
a1_multiheavy_ood_heavy_dynamic_round9_eval_seed316,overall,1310,0.12748091603053435,0.029770992366412213,0.09770992366412214,0.9580152671755725,0.8900763358778626,0.252786737543936,0.0022900763358778627,residual,round10_feature_cache_seed316
a1_multiheavy_ood_heavy_dynamic_round9_eval_seed316,hard_near_tie,128,0.2421875,0.0703125,0.171875,0.9296875,0.828125,0.2686914280056952,0.0,residual,round10_feature_cache_seed316
a1_multiheavy_ood_heavy_dynamic_round9_eval_seed316,stable_near_tie,124,0.21774193548387097,0.04032258064516129,0.1774193548387097,0.9596774193548387,0.8225806451612904,0.28775858879089344,0.0,residual,round10_feature_cache_seed316
a1_multiheavy_ood_heavy_dynamic_round9_eval_seed316,high_headroom_near_tie,3,1.0,1.0,0.0,0.0,1.0,-2.2741972605387377,0.0,residual,round10_feature_cache_seed316
a1_multiheavy_ood_heavy_dynamic_round9_eval_seed316,baseline_error_near_tie,9,1.0,1.0,0.0,0.0,1.0,-1.0418067508273656,0.0,residual,round10_feature_cache_seed316
a1_multiheavy_ood_heavy_dynamic_round9_eval_seed316,large_gap_control,133,0.022556390977443608,0.0,0.022556390977443608,1.0,0.9774436090225563,0.16310247980562376,0.0,residual,round10_feature_cache_seed316
a1_multiheavy_mixed_compute_round9_eval_seed315,overall,1581,0.01265022137887413,0.008222643896268185,0.004427577482605946,0.9664769133459835,0.9702719797596457,-0.015429589659409226,-0.0018975332068311196,gated_pairwise,round10_feature_cache_seed315
a1_multiheavy_mixed_compute_round9_eval_seed315,hard_near_tie,355,0.036619718309859155,0.022535211267605635,0.014084507042253521,0.8985915492957747,0.9070422535211268,-0.025617384574782857,-0.005633802816901409,gated_pairwise,round10_feature_cache_seed315
